,User,Tweet
3245,Manish_G12,"{'gizmoreindia', 'Grab', 'Your', 'TWS', 'restocked', '804', 'fast', 'RT', 'Earbuds', 'stock', 'Look', 'favourite', 'GizBud', 'demand', 'i…', 'back', 'huge'}"
3246,tsuny80,"{'qazxc_613', 'No', 'Song', '1', 'running', 'Trending', 'RT', 'Listening', 'tsuny80', 'BTS', 'Hot', 'BTS_twt', 'BTS_Butter', 'legends', 'longest'}"
3247,gguklies_cute,"{'trending', 'Sungwo…', 'hot', 'song', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
3248,Taeresi,"{'1', 'Butter', 'Stay', 'Yet', 'RT', 'Mention', 'You', '157.8K', '468K', '3', 'Alive', 'Come', '…', '176K', 'Songs', 'Trending', '250K', 'Rate', 'With', '4', 'Hot', '2', 'btstrendingsong'}"
3249,chutima_namsri,"{'lovelyPP', 'Trending', 't.co/JwQ7Eg0LyI', 'RT', 'No.1', 'Now', 'Twitter', 'PPKritEntertainment', 'https', 'ppkritt_fc', 'ppkritt', 'Hashtag'}"
3250,wwwanpaus,"{'Kittens', 'Diamond', 'Ruby', 't.co/xSAqVWFnH…', 'Animals', 'RT', 'Zoos', 'Child', 'LIVE', 'rununtilyoufly', '♫', 'https', 'CAM', 'KITTEN', 'Aquariums', 'Eyes', ""'s""}"
3251,AvinaA2002,"{'trending', 'متالب', 'produced', 'StayAlive', 'SUGA', 'bts', 'JUNGKOOK', 'bts_twt', 'BTS_twt', 'choice', 'song', 'sona_nazary', 'sung'}"
3252,moniemoonnn,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'Listen', 'BTS_Dynamite', 'My', 'BTS_twt', 'laviedenoona'}"
3253,sabrina93078067,"{'1', '541K', 'HOT', 'Butter', 'Tuna', '265K', 'btsvote_crew', 'RT', 'Yours', 'You', '📈24Hr', 'Super', '3', '10:00pm', 'KST', '5', '153K', 'SONGS', 'TRENDING', 'Ye…', 'With', '4', '7', '154K'}"
3254,aboutyoshi,"{'trending', 'PERFORMANCE', '1', 'treasuremembers', 'EXCLUSIVE', 'DARARI', 'RT', 'kchartsmaster', 'YouTube', 'VIDEO', 'REMIX', 'Worldwide', 'video'}"
3255,jk_9777777,"{'Keep', 'trending', 'btsvote_crew', 'dropping', 'RT', 'BTS', 'Hot', 'BTS_Butter', 'BTS_twt', 'choice', 'song', 'tags'}"
3256,Dfan_boy12,"{'trending', 'peaked', 'culture', 'without', 'dhanush_Rithik', 'RT', 'function', 'ko…', '2011', '🔥🔥🔥', 'Kollywood', 'Our', 'School', 'Why'}"
3257,Tayvon_Yung,"{'Keep', 'album', 'offi…', 'ooh', '🔥🔥🔥🔥', 'RT', 'Girl', 'maskingofficial', 'dey', 'SavageAlbum', 'streaming', 'Savages', 'ginger', 'Ginger', 'Cc', 'Young_Savage_4L'}"
3258,gullyandraw,"{'help', 'opensea', 'OpenSea', '’', 'item', 'via', 'produced', 'RT', 'created', 'a…', 'gullyandraw', 'always', 't.co/Ncsp4pL6Sw', 'I', 'https', 'Check'}"
3259,jungkookmah,"{'ARMYS', 'Song', 'Choice', 'BTS7ofThem', 'Trending', 'DROP', 'RT', 'Listening', 'BTS', 'My', 'THE', 'BTS_Butter', 'BTS_twt', 'TAGS'}"
3260,hus_imah,"{'Streaming', 'Gunakan', 'Stay', 'HT', 'RT', 'JUN…', 'Alive', '200', 'My', 'Billboard', 'choice', 'Drop', 'dan', 'Song', 'Trending', 'JJK_INDONESIA', 'StayAlive', 'Hot', '👇', 'BB', 'SS'}"
3261,jmhlibra,"{'trending', 'hot', 'GOOD', 'o…', 'LIKE', 'RT', 'WithYou', 'PJM_data', 'OST', 'grace201507011', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'BE', 'love', 'I'}"
3262,Durga60645633,"{'people', 'trending', 'Jodi', 'PRANIK', 'RT', 'activity', 'participating', 'GRAC…', 'active', 'retweet', 'saw', 'Stargirl_786', 'I', 'beautiful'}"
3263,RMT0KYO_,"{'jkcoulds', 'trending', 'Song', 'Choice', 'GirlOfMyDreams', 'RT', 'SUGA', 'My', 'BTS_twt'}"
3264,FortifyFri,"{'trending', 'Ingrid', 'thought', 'Gaming', 'saw', 'I', 'Capcom', ""'s""}"
3265,gulnayab1,"{'trending', 'Keep', 'MushaalMullick', 'Pakistan', 'RT', 'number', 'trends', 'Alhumdulillah', '2', 'hero…', 'Yasin', 'Malik', 'raising', 'twitter', 'voice'}"
3266,soob_inii,"{'TOMORROW_X_TOGETHER', 'week', 'TXT_members', 'TXT_GBGB', 'We', 'dubaduprint', 'hot', 'minisode', 'GOOD_BOY_GONE_BAD', 'song', '3', 'listening', 'masterpiece', 'This', 'trending', 'new', '2', 'amazing', 'Thursdays_Child'}"
3267,pratik_fam_bd_2,"{'bb15kingpratik', 'copy', 'Trending', 'TAGLINE', 'PRANIK', 'no…', 'RT', 'REVEALED', 'paste', 'Start', 'EVERYWHERE', 'Do', 'GRACING'}"
3268,KayEnBlue,"{'agad', 'AHHHHHH', 'trending', '2G2BT', 'ang', 'RT', 'knkismet', 'hours', 'pilot', 'episode', 'top', 'searches', 'nasa', '🥺👏🙌', 'na', 'KathNiel…', 'POWER'}"
3269,MrClarnkOG,"{'shishi_shillah', 'trending', 'girls', 'Your', 'RT', 'hub', 'wakikulwa', 'parties', 'heart', 'take', 'champs\U0001f972', 'name', 'porm'}"
3270,kakumori12081,"{'d…', 'OBE', 'please', 'trending', 'strong', 'LindaNolan', 'RT', 'get', 'AnneWNolan', 'let', 'TeamColNolan', 'fabulous', 'amazing', 'well', 'dame', ""'s""}"
3271,trudeau_diktak,"{'ok', 'blowback', 'zero', 'YcaRick', 'Literally', 'RT', 'us', 'calls', 'shocked', 'shits', 'Canadians', 'But', 'gets', 'racists', 'reas…', ""'s""}"
3272,cherryswirlss,"{'trending', '’', 'hot', 'voteforpjm', 'WithYou', 'BTS', 'OST', 'Red', 'listening', 'JIMIN', 'Sungwoon', 'BTS_twt', 'BTSJIMIN', 'song', 'I'}"
3273,letgo1991,"{'🔥', ""'s"", 'Song', 'Choice', 'Trending', 'rockyjeonz', 'bar', 'RT', 'search', 'BTS', 'YouTube', 'My', 'BTS_Butter', 'BTS_twt', 'jin', 'Pretend', 'goes'}"
3274,sweet84220,"{'ARMY', 'JIMIN', 'We', 'song…', 'go', 'hot', 'RT', 'PJM13PMG24', 'BE', 'proud', ""'re"", 'GOOD', 'WithYou', 'PJM_data', 'Yuri68079786', 'BTS_twt', ""'s"", 'trending', 'LIKE', 'Let'}"
3275,moniemoonnn,"{'trending', 'Song', 'Choice', 'PermissionToDance', 'RT', 'BTS', 'Listen', 'My', 'BTS_twt', 'laviedenoona'}"
3276,Julian94879907,"{'LillyNFT', 't.co/iKX87yiJ5r', 'NFTdrop', 'NFTart', 'meets', 'lillyraider', 'digitalart', 'project', 'NFT', 'creator', 'What', 'waiting', 'ApeSkyel', 'LILLY', 'happens', 'molly', '😈🔥🔥', 'https', 'This', 'cryptopart', 'mollynft', 'Trending', 'NFTCommunity', 'nftcollector', 'gorgeous', 'awesome'}"
3277,thankyou6131013,"{'trending', 'jiminangel31', 'favorite', 'RT', 'definitely', 'WithYou', 'PJM_data', 'BTS', 'Su…', 'My', 'Billboard', 'BTS_twt', 'JIMIN', 'BTSJIMIN', 'song'}"
3278,SoundSuiteMusic,"{'46-She', 'new', 't.co/2zkj7XJdLq', 'Games-Movie', 't.co/YW3Q8qDr0u', 'Hunter', 'Themes', 'song', 'https', 'music', 'Video', 'Posted'}"
3279,squidward352,"{'1', '🌐https', 'pancakeswap', '🔥🚀', 't.co/fAhl63GIMh', 'Shield_Coin', '📌launching', '💎100x', 'soon', 'gem', '💰Massive', 't.co/N5Uvesz0sp', 'currently', '🔥Foreverise', 'Link', 'planned', 'Fairlaunch', 'https', 'marketing', 'Pinksale', 'Trending', 'Foreverise_bsc', 'FOREVERVERSE', 'holding', 'potential', '📌Pinksale', '🚀🔥'}"
3280,JlEbqAkZKSdo40o,"{'listening…', 'Congratulations', 'RT', 'shininglovebts', 'PJM_data', ""'m"", 'JIMIN', 'THE', 'BTS_twt', 'YOU', 'Sungwoon', 'OF', 'I', 'TILL', 'END', 'PROUD', 'WITH'}"
3281,Addict4HHRadio,"{'Lil', 'Gotit', 'Raw', 'Feat', 'Chanel', 'Thug', 't.co/rKXXPp9srl', 'RT', 'TwitterGang', 'HipHop', 'Playa', 'Young', 'Follow', 'https', 'Music', 'NewMusic', 'Addict4HipHop', 'TAP', 'IN', 'Dope', 'NoEdit'}"
3282,gullyandraw,"{'help', 'opensea', 'OpenSea', '’', 'item', 'via', 't.co/y9rcmbyyzB', 'produced', 'RT', 'created', 'a…', 'gullyandraw', 'always', 'I', 'https', 'Check'}"
3283,urkthgem,"{'prod', 'ay', 'ft', 'BTS', 'I', 'like', 'Vibing', 'BTS_twt', 'wan', 'Say', 'ThatThat', 'PSY', 'Song', 'Choice', 'Trending', 'SUGA', 'Do', 'say', 'na', 'babe', 'That'}"
3284,moniemoonnn,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'Listen', 'My', 'BTS_Butter', 'BTS_twt', 'laviedenoona'}"
3285,btsshipsanti,"{'Song', '\U0001faf6\U0001faf0', 'Trending', 'BTS', 'Hot', 'My', 'Billboard', 'choice', 'BTS_twt', 'BTS_Butter', 'andercypher'}"
3286,olarinoyemudda2,"{'trending', 'Started', 'ローマの休日', 'via', 'minutes', 'ago', '⭐', 'tweets⚡️', '️1', 't.co/6eM1No3b0D', 'Currently', '45', 'Top', 'Twitter', '45K', 'https', 'Trend', 'Today'}"
3287,jimin132089,"{'DawnieJiminie', 'Jimin', 'trending', 'Weverse', 'much', 'RT', '11', '20', 'posts', 'listening', 'masterpiece…', 'Always', 'miss'}"
3288,jungkookmah,"{'keep', 'trending', '’', 'BTSMeal01', 'already', 'RT', 'mentions', 'better', 'debut', 'ARMYs', 'tagging', 'increase', 'now…', 'We', 'chart', 'YTC', 'need'}"
3289,gunjanchau1993,"{'trending', 'IMBD', '3', '🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙌', 'RT', 'In', 'top', 'AgentAgni', 'Dhaakad', 'KanganaRanaut', 'DhaakadAnkit123', 'Movie', 't.c…', 'https'}"
3290,_lyoons,"{'BTSJIN', 'Song', 'Trending', 'RT', 'SuperTuna_Jin', 'Hot', 'My', 'Billboard', 'choice', 'BTS_twt', 'jeonprooff'}"
3291,Yujin130408,"{'Song', 'Trending', 'RT', 'jikookxbj', 'an…', 'BTS', 'WithYou', 'Axioae', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'BTS_twt', 'choice', 'naver4jimin'}"
3292,Glaze_Kookie,"{'Reply…', 'PM', '10', 'still', 'keyword', 'avoid', 'We', '9', '00', 'RT', 'spam', 'please', 'UPDATE', '200', '📊24H', 'KST', 'drop', 'use', 'JKTrendSongs', 'TAGS'}"
3293,koyaflakes,"{'trending', 'hot', 'song', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'Sungwoon', 'BTS_twt', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
3294,sxeexoxee,"{'Worldwide', 'time', 'TREASURE', '1', 'career', 'Trending', 'first', 'RT', 'TREASUREwwide', 'Perfor…', 'Remix', 'YouTube', 'Exclusive', ""'DARARI"", 'hitting'}"
3295,Suku0212,"{'trending', 'PRANIK', 'RT', 'bring', 'list', 'EVERYWHERE', 'Let', 'GRACING', 'asap', 'merapapapratik'}"
3296,YummyJs,"{'JS', 'Kendrick', 'ElonsProblems', 'pretty', 'butter', 'jsyummy', 't.co/IWhj3GOxvE', 'Fridaythe13th', 'RandPaul', 'unique', 'sweets', 't.co/cZtYs9MHJx', 'Pink', 'preciuos', 't.co/dp3EjHtQlc', 'gorgeious', 'https', 'Design', 'trending', 'DailyQuordle109', 'White', 't.co/353aKOjbUG', 'stunning', 'yummy', 'amazing', 'js', 'Cake'}"
3297,AmroElMeligy,"{'artist', 'Watch', '”', 'baros', '“', 'new', 'cairo', 'music', 't.co/UUuD6iL34s', 'egypt', 'amroelmeligy', 'https', 'video', 'youtube', 'Baros', 'summer2022'}"
3298,BLOXYlab,"{'💭', 'NFTs', 'NFTart', 'GIVEAWAY', 'amp', 'NFT', 'ETH', '🎁', 'ARTWORK', 'I', 'Friends', 'Bitcoin', 'Tag', 'FREE', 'Art', 'Follow', '\uea00', 'BLOXYlab', '5', 'https', 'Will', 'trending', 't.co/SsWIf8JJvk', '♻️👪', '⚡️BLOXY', 'Back', 'Retweet'}"
3299,KhmerLy2,"{'Friday', 'd…', 'World', 'On', 'United', 'LiliesHome', 'Tag', 'Chart', 'Trending', 'RT', 'LISA', 'points', 'Hot', 'Billboard', 'highest', 'Songs', 'LALISA'}"
3300,annaczainn,"{'Worldwide', 'time', 'TREASURE', '1', 'career', 'Trending', 'first', 'RT', 'TREASUREwwide', 'Perfor…', 'Remix', 'YouTube', 'Exclusive', ""'DARARI"", 'hitting'}"
3301,2feis,"{'DAY', 'trending', 'start', 'As', 'Monsta', 'X', 'HAPPY', 'RT', '7YearsWithMONST…', '🔸For', 'live', 'let', 'monstax_youtube', 'MONSTA', '몬스타엑스7주년', 'enjoy', 'Anniversary', ""'s""}"
3302,MINYEM0,"{'broke', 'SOTY', 'record', 'trending', '”', 'RT', 'BTS', '2021', 'Butter', 'Hot', 'Listen', 'BB', 'BTS_Butter', 'BTS_twt', '“', 'also', 'vantekairs'}"
3303,HeelingMusic,"{'ENHYPEN_members', 'trending', '🔥', ""'LEE"", 'heeonly_lyz', 'ヒスン', 'RT', 'HEESEUNG', 'ENHYPEN', '희승', 't.co/US9…', 'https', 'Indonesia', 'Philippines'}"
3304,ilove_parkjimin,"{'trending', '’', 'hot', 'RT', 'Opulent_Jimin', 'BTS', 'OST', 'WithYou', 'listening', 'Su…', 'JIMIN', 'bpm_613_Luna', 'BTS_twt', 'BTSJIMIN', 'song', 'I'}"
3305,jmhlibra,"{'2022', 'trending', '’', 'hot', 'RT', 'WithYou', 'BTS', 'listening', 'Jimyang1013', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'I', 'ost', 'Sungwoon'}"
3306,cupidhoya735,"{'2022', 'trending', '’', 'hot', 'RT', 'WithYou', 'BTS', 'TawLao', 'listening', 'tremendousjimin', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'I', 'ost', 'and…'}"
3307,stapleskeri,"{'Watch', 'pick', 'songs', 'amp', 'ft', 'BTS', 'song', 'I', 'MV', 'one', 'BTS_twt', 'ThatThat', 'PSY', 'trending', 'SUGA', 'Prod', 'top', 'btstrendingsong', 'funny'}"
3308,oviedo_winkler,"{'1', 'Butter', 'Stay', 'Yet', 'RT', 'Mention', 'You', '157.8K', '468K', '3', 'Alive', 'Come', '…', '176K', 'Songs', 'Trending', '250K', 'Rate', 'With', '4', 'Hot', '2', 'btstrendingsong'}"
3309,Themaincomrade,"{'1', '🌐https', 'pancakeswap', '🔥🚀', '📌launching', '💎100x', 'soon', 'gem', '💰Massive', 'cranknft', 'currently', '🔥Foreverise', 'Link', 'planned', 'Fairlaunch', 't.co/kAUTfpbk2W', 'https', 'marketing', 'Pinksale', 'Trending', 'Foreverise_bsc', 'FOREVERVERSE', 'holding', 'potential', 't.co/5s7aSzoRll', '📌Pinksale', '🚀🔥'}"
3310,Julian94879907,"{'LillyNFT', 'NFTdrop', 'NFTart', 'meets', 'lillyraider', 'digitalart', 'project', 'NFT', 'creator', 'What', 'waiting', 'LILLY', 'happens', 'molly', 't.co/RNCoYeAuVF', 'https', '😈🔥🔥', 'This', 'cryptopart', 'mollynft', 'NFTCompanyy', 'Trending', 'NFTCommunity', 'nftcollector', 'gorgeous', 'awesome'}"
3311,ifsguki,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'Listen', 'My', 'BTS_Butter', 'BTS_twt', 'laviedenoona'}"
3312,HTOWNROYALTY,"{'turn', 'personalstyle', 'heads', 'stylistas', 'online', 'Shop', 'personalstylist', 'fastshipping', 'styles', 't.co/iLV049luUu', 'shoppingonline', 'ootd', 'fashiondress', 'stylefinds', 'explore', 'vacation', 'https', 'ahead', 'newarrivals', 't.co/YMgwrmItWL', 'Go', 'trending', 'new', 'styleblog', '✨❤️', 'retailtherapy'}"
3313,koyaflakes,"{'trending', 'Sungwo…', 'hot', 'song', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'winejmyg', 'beautiful', 'I'}"
3314,Memay99396954,"{'hope', 'defdaily', '📣', 'special', 'start', 'celebrating', 'Trending', 'everyone', 'us', 'minutes', 'RT', '15', 'anniversary', '💙', 'We', '️⃣1YearWithSol…', 'join'}"
3315,sweet84220,"{'trending', 'hot', 'GOOD', 'o…', 'LIKE', 'RT', 'WithYou', 'PJM_data', 'OST', 'grace201507011', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'BE', 'love', 'I'}"
3316,SheriBiesen,"{'Olympia', 'image', 't.co/qMWyCvWZ7q', 'Paris', 'RT', '1958', 'Duke', 'HermanLeonard', 'SheriBiesen', 'https…', 't.co/YUiSWnXTsp', 'https', 'Gorgeous', 'Ellington'}"
3317,RashikaMichelle,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'SUGA', 'Prod', 'Listen', 'My', 'BTS_twt', 'laviedenoona', 'ThatThat', 'Feat', 'PSY'}"
3318,norfokgin,"{'The', 'Norfolk', 'accounts', 'boogie', 'done', 'bands', 'Friday', 'norfolkgin', 'Pie', 'Gin', 'Time', 'one', 'filing', 'rockon', 't.co/0JzmJT9F8S', 'Humble', 'favourite', 'rock', 'https', 'afternoon', 'bandshirtfriday', 'music'}"
3319,gemstarr247,"{'1', 'year', 'IS', 'hodl', 'We', 'Tg', 'PINKSALE', 't.co/qXwtRVtdQ3', 'LIVE', 'explode', 'GodInterface', 'I', 'gem', 'optimistic', 't.co/Uk08EWiPxm', 'forevereise_bsc', 'let', 'always', 'buy', 'https', 'crypto', ""'s"", 'trending', 'win', 'FAIRLAUNCH', 'foreverearn', 'foreverise'}"
3320,gguklies_cute,"{'broke', 'SOTY', 'record', 'trending', '”', 'RT', 'BTS', '2021', 'Butter', 'Hot', 'Listen', 'BB', 'BTS_Butter', 'BTS_twt', 'winejmyg', '“', 'also'}"
3321,chicagolurker1,"{'Kind', 'PO_Potatoes', 'point', 'chase', 'RT', 'ca', 'still', 'moot', 'Chicago', ""n't"", 'And'}"
3322,_lyoons,"{'Song', 'V_ChristmasTree', 'V', 'Trending', 'RT', 'Seoul_RM', 'Hot', 't…', 'My', 'Billboard', 'choice', 'BTS_twt.Listen', 'ChristmasTree', 'jeonprooff'}"
3323,SVTLingDar,"{'🔥', 'EP4', '🌎', 'USING', 'RT', 'NOW', 'going_svt', 'REPLY', 'Boost', '🚀', ""'re"", 'Fa…', 'FANCHANT', 'FACE', '44', 'THE', 'PREVIEW', 'SUN', 'tags', 'trending', 'Trending', 'DO', 'And'}"
3324,0Young_Forever,"{'Orange', 'Song', 'Trending', 'RT', 'WithYou', 'BTS', 'KalyParkJimin13', 'j13109513', 'Hot', 'My', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'Sungwoon'}"
3325,jimin_a_ang,"{'amp', 'Song', 'Trending', 'RT', 'friendspromise7', 'WithYou', 'BTS', 'PJM_data', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'BTS_twt', 'choice', 'Sun…'}"
3326,AvinaA2002,"{'trending', 'produced', 'SUGA', 'StayAlive', 'bts', 'JUNGKOOK', 'bts_twt', 'نلنببن', 'BTS_twt', 'choice', 'song', 'sona_nazary', 'sung'}"
3327,cherryswirlss,"{'trending', '’', 'hot', 'voteforpjm', 'Cherry', 'WithYou', 'BTS', 'OST', 'listening', 'JIMIN', 'Sungwoon', 'BTS_twt', 'BTSJIMIN', 'song', 'I'}"
3328,sleepyinIl,"{'turn', 'noncompliance', 'Oakbrook', 'IDOT', 'light', 'due', 'RT', 'red-light…', 'Terrace', 'charged', 'orders', 'red', 'mayor', 'cameras', 'cbschicago', 'former', 'stands'}"
3329,_304eporue,"{'304eporue', 'BOTH', 'multitasking', 'week', 'mushows', 'tracking', 'amp', 'SPOTIFY', 'RT', 'YET', 'OVER', 'stand', 'ISNT', 'KEEP', 'moa', 'i…', 'STREAMING', 'YOUTUBE', 'pls'}"
3330,sweet84220,"{'4EVERWITHJIMIN', 'JIMIN…', 'GOOD', 'LIKE', 'RT', 'JIMIN', 'THE', 'BTS_twt', 'BTSJIMIN', 'windjim1013', 'TILL', 'BE', 'END', 'ParkJimin', 'Jiminie', 'WITH'}"
3331,yunline13,"{'amp', 'Song', 'Trending', 'RT', 'WithYou', 'BTS', 'Hot', 'JIMIN', 'My', 'Billboard', 'BTSJIMIN', 'choice', '지민시', 'BTS_twt', 'Sungwoon', 'olivejimin_1013'}"
3332,lolafuentesj,"{'trending', 'Song', 'Choice', 'RT', 'BTS', 'Listen', 'My', 'BTS_Butter', 'BTS_twt', 'laviedenoona'}"
3333,jk_9777777,"{'chart', 'peak', '”', 'mentions', 'RT', '24h', '13', 'Billboard', 'BTS_twt', '70k', 'Songs', 'YetToCome', 'BTSTrendSongs', 'Trending', 'new', 'Hot', 'reaches', '“', '7'}"
3334,its_dsd_,"{'trending', 'RT', 't.co/Jfy7V7eXjF', 'Atiku', 'afternoon', 'https', 'This', 'Naija_PR'}"
3335,yean2jimin,"{'help', '🔥Make', '🔥', 'furious', 'sure', 'RT', 'mentions', 'btsjimissi', '10', 'hearts', 'challenge', 'ji…', 'PJMs', 'armys'}"
3336,annaczainn,"{'trending', 'PERFORMANCE', '1', 'treasuremembers', 'EXCLUSIVE', 'DARARI', 'RT', 'kchartsmaster', 'YouTube', 'VIDEO', 'REMIX', 'Worldwide', 'video'}"
3337,CRJJK13,"{'2022', 'trending', 'rn', 'hot', 'song', 'Jimins', 'RT', '\U0001f979', 'listen', ""'m"", 'ready', 'jms_Vocalist', 'WithYou', 'vlive', 'happenings', 'I', 'JIM…', 'love'}"
3338,gguklies_cute,"{'broke', 'SOTY', 'record', 'trending', '”', 'RT', 'BTS', '2021', 'Butter', 'Hot', 'Listen', 'BB', 'BTS_Butter', 'BTS_twt', 'winejmyg', '“', 'also'}"
3339,soob_inii,"{'TOMORROW_X_TOGETHER', 'week', 'TXT_members', 'TXT_GBGB', 'We', 'dubaduprint', 'hot', 'minisode', 'GOOD_BOY_GONE_BAD', 'song', 'listening', 'masterpiece', 'This', 'trending', 'new', '4', '2', 'amazing', 'Thursdays_Child'}"
3340,btsshipsanti,"{'Song', 'Trending', 'BTS', 'Hot', 'Billboard', 'My', 'choice', 'BTS_Butter', 'BTS_twt', '💜💜'}"
3341,tinni11051,"{'trending', 'project', 'bscstation', 'UT…', '18th', 'BSCStation', 'announce', 'bicyclefiio', 'RT', '📅4AM', 'IDO', 'm2e', 'We', 'glad', 'May', '12PM', 'next'}"
3342,KCXNBFG,"{'IS', '‼️', 'ChristmasTree', 'CHRISTMAS', 'SINGULARITY', 'V', 'RT', 'BACK', 'I', 'Songs…', 'COMING', 'TREE', 'DROP', 'FOR', 'My', 'THE', 'choice', 'Trending', 'Hot', 'Vtrendsong95', 'TAGS'}"
3343,imeunjin9,"{'trending', 'Sungw…', 'favorite', 'RT', 'definitely', 'WithYou', 'PJM_data', 'BTS', 'My', 'Billboard', 'BTS_twt', 'JIMIN', 'BTSJIMIN', 'song', 'FNFYOUNGS'}"
3344,jeonsmafioso,"{'trending', 'Song', 'Choice', 'jidokook', 'Beckyg', 'RT', 'My', 'feat', 'BTS_twt', 'ChickenNoodleSoup', 'JHOPE'}"
3345,ppalit2022,"{'Friday', 'd…', 'World', 'On', 'United', 'LiliesHome', 'Tag', 'Chart', 'Trending', 'RT', 'LISA', 'points', 'Hot', 'Billboard', 'highest', 'Songs', 'LALISA'}"
3346,Julian94879907,"{'LillyNFT', 'NFTdrop', 'NFTart', 'meets', 'lillyraider', 'digitalart', 'project', 'NFT', 'creator', 'What', 'waiting', 't.co/78RPLXR5zT', 'LILLY', 'happens', 'molly', 'https', '😈🔥🔥', 'This', 'cryptopart', 'mollynft', 'ShozzyNFT', 'Trending', 'NFTCommunity', 'nftcollector', 'gorgeous', 'awesome'}"
3347,soob_inii,"{'trending', 'hot', 'song', 'masterpiece', 'new', 'TXT_GBGB', 'TOMORROW_X_TOGETHER', 'minisode', 'listening', 'This', '2', 'week', 'TXT_members', 'GOOD_BOY_GONE_BAD', 'We', 'dubaduprint', 'amazing', 'Thursdays_Child'}"
3348,de__lilah,"{'trending', 'Sungwo…', '’', 'hot', 'RT', 'WithYou', 'BTS', 'OST', 'rfmfm13', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'song', 'Lolo_acuariana', 'I'}"
3349,y8ngig,"{'broke', 'SOTY', 'record', 'trending', '”', 'RT', 'BTS', '2021', 'Butter', 'Hot', 'Listen', 'BB', 'BTS_Butter', 'BTS_twt', '“', 'also', 'vantekairs'}"
3350,chicagolurker1,"{'ABC7Chicago', 'Friday', 'theft', 'law', 'bill', 'crack', 'RT', 'sign', 'Illin…', 'JB', 'burglaries', 'Pritzker', 'smash-and-grab', 'Governor', 'retail'}"
3351,JJKM86499203,"{'2022', 'trending', '’', 'hot', 'https', 'RT', 'WithYou', 'BTS', '…', 'Jimin_Jh1013', 'listening', 'JIMIN', 'BTS_twt', 'BTSJIMIN', 'I', 'ost', '힐링송', 'Sungwoon'}"
3352,sjyunniee,"{""'Jake"", 'trending', '130522', '24', '📈', 'Vietnam', 'RT', 'currently', 'jakeupdateteam', '19', 'ar…', '18', 'Malaysia', 'Philippines', 'TRENDS'}"
3353,sydney930,"{'trending', 'hot', 'song', 'RT', 'WithYou', 'BTS', 'OST', ""'m"", 'listening', 'JIMIN', 'BTSJIMIN', 'BTS_tw…', 'winejmyg', 'beautiful', 'I', 'jiminiethm'}"
3354,bgreinhart,"{'trending', 'could', 'sees', 'Erdogan', 'way', 'literally', 'thing', 'good'}"
3355,raagadotcom,"{'model', '😍', 'hero', 'superhero', 'Youth', 'SilambarasanTR', 'life', 'like', 'cute', 'icon', 'love', 'handsome', 'heroes', 'https', 't.co/xGUZZZ0OE0', 'india', 'trending', 'inspiration', 'photography', 'actor', 'king'}"
3356,NivinUpdates1,"{'trending', 'Nivinpaulycrews', 'India', 'NivinPauly', 'RT', 'Thuramukham', 'No.1', 'NivinOfficial', 'https', 't.co/aKoNGFh4PI'}"
3357,priluvjake,"{""'Jake"", 'trending', '130522', '24', '📈', 'Vietnam', 'RT', 'currently', 'jakeupdateteam', '19', 'ar…', '18', 'Malaysia', 'Philippines', 'TRENDS'}"
3358,KCXNBFG,"{'OST', '2021', 'IS', 'ChristmasTree', 'Year', 'CHRISTMAS', 'SINGULARITY', 'V', 'RT', 'BACK', 'COMING', 'DROP', 'TREE‼️', 'FOR', 'Listening', '…', 'THE', 'Vtrendsong95', 'TAGS'}"
3359,squidward352,"{'1', '🌐https', 'pancakeswap', '🔥🚀', 't.co/fAhl63GIMh', '📌launching', '💎100x', 'soon', 'gem', '💰Massive', 't.co/N5Uvesz0sp', 'currently', '🔥Foreverise', 'Link', 'planned', 'Fairlaunch', 'https', 'marketing', 'CryptoGemsCom', 'Pinksale', 'Trending', 'Foreverise_bsc', 'FOREVERVERSE', 'holding', 'potential', '📌Pinksale', '🚀🔥'}"
